Title,Old Url,New Url,Status,Notes,Group,Name,Whole Tag,Suggested Links
"Options if you've been refused a loan or credit : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/ManagingMoney/CreditAndStoreCardsCreditAndLoans/DG_10035364,"",410,Advice only,content-type section site source status reviewed destination,article money directgov mapping-exercise closed no gone,content-type:article section:money site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,https://www.moneyadviceservice.org.uk/
Options when you take your company pension : Directgov - Pensions and retirement planning,http://www.direct.gov.uk/en/Pensionsandretirementplanning/Companyandpersonalpensions/CompanyPensions/DG_10026617,"",410, Advice only,content-type section site source status reviewed destination,article pensions-and-retirement-planning directgov mapping-exercise closed no gone,content-type:article section:pensions-and-retirement-planning site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.pensionsadvisoryservice.org.uk
Options when you take your personal pension : Directgov - Pensions and retirement planning,http://www.direct.gov.uk/en/Pensionsandretirementplanning/Companyandpersonalpensions/PersonalPensions/DG_10027141,"",410," Info elsewhere on web

Is there a case for a guide to the law/rules on personal pensions or is this adequately covered elsewhere on the web?
LS - we have content on employer's duty to offer a pension. Personal pensions deemed out of scope at this time.

Leave as is",content-type section site source status reviewed destination,article pensions-and-retirement-planning directgov mapping-exercise closed no gone,content-type:article section:pensions-and-retirement-planning site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.pensionsadvisoryservice.org.uk
"Order a civil partnership certificate : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthmarriageanddeathcertificates/DG_175665,https://www.gov.uk/order-copy-birth-death-marriage-certificate,301,HO/GRO,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
"Order a commemorative marriage certificate : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthmarriageanddeathcertificates/DG_175685,https://www.gov.uk/order-copy-birth-death-marriage-certificate,301,"NB: Certificate can be ordered using GRO certificate service, but this is probably a fairly niche need, and article on ordering certificates isn't comprehensive - mentioning the principal ones - marriage, birth, death, etc. Commemorative marriage certificates are obviously just a variant of ordinary marriage certificates.

HO/GRO",content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
"Order a stillbirth certificate : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthmarriageanddeathcertificates/DG_175676,https://www.gov.uk/register-stillbirth,301,"21/10/12 AK - updated, blog posting.

18/07/12 AK - no map so 410.

HO/GRO",content-type section site source status reviewed destination,article government-citizens-and-rights directgov mapping-exercise closed no content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed reviewed:no destination:content,""
"Order an adoption certificate : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthmarriageanddeathcertificates/DG_175654,https://www.gov.uk/order-copy-birth-death-marriage-certificate,301,HO/GRO,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
"Order birth, marriage and death certificates : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Registeringlifeevents/Birthmarriageanddeathcertificates/DG_175628,https://www.gov.uk/order-copy-birth-death-marriage-certificate,301,HO/GRO,content-type section site source status destination,article government-citizens-and-rights directgov mapping-exercise closed content,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed destination:content,
Ordinary Paternity Leave : Directgov - Parents,http://www.direct.gov.uk/en/Parents/Moneyandworkentitlements/WorkAndFamilies/Paternityrightsintheworkplace/DG_10029398,https://www.gov.uk/paternityleave#overview,301,"",content-type section site source status destination,article parents directgov mapping-exercise closed content,content-type:article section:parents site:directgov source:mapping-exercise status:closed destination:content,
"Ordinary Statutory Paternity Pay : Directgov - Money, tax and benefits",http://www.direct.gov.uk/en/MoneyTaxAndBenefits/BenefitsTaxCreditsAndOtherSupport/Expectingorbringingupchildren/DG_10018750,https://www.gov.uk/ordinary-statutory-paternity-pay,301,"",content-type section site source status destination,article benefits directgov mapping-exercise closed content,content-type:article section:benefits site:directgov source:mapping-exercise status:closed destination:content,
Ordnance Survey : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_10012159,"",410," Info elsewhere on web

Listed as organisation on GOV.UK but content page not yet created",content-type section site source status reviewed destination,contact directories directgov mapping-exercise closed no gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.ordnancesurvey.co.uk
"Organ donation : Directgov - Government, citizens and rights",http://www.direct.gov.uk/en/Governmentcitizensandrights/Death/WhatToDoAfterADeath/DG_066800,"",410,"09/10/12 AK - updated, 404 report.",content-type section site source status reviewed destination,article government-citizens-and-rights directgov mapping-exercise closed no gone,content-type:article section:government-citizens-and-rights site:directgov source:mapping-exercise status:closed reviewed:no destination:gone,http://www.organdonation.nhs.uk/
Organic Farmers and Growers : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_072983,,410, Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Organic Food Federation : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/DG_072994,,410, Info elsewhere on web,content-type section site source status destination,contact directories directgov mapping-exercise closed gone,content-type:contact section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Organic labels,http://www.direct.gov.uk/en/Environmentandgreenerliving/Greenerhomeandgarden/Greenerlabelsandclaims/DG_064866,,410, Info elsewhere on web,content-type section site source status destination,article environment-and-greener-living directgov mapping-exercise closed gone,content-type:article section:environment-and-greener-living site:directgov source:mapping-exercise status:closed destination:gone,
Organisation charts give insight into government,http://www.direct.gov.uk/en/Nl1/Newsroom/DG_191581,"",410,23/10/12 AK - added so we can redirect /structure FURL.,content-type section status reviewed destination,article newsroom closed no gone,content-type:article section:newsroom status:closed reviewed:no destination:gone,""
Organisations and charities : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/DisabledPeopleContacts/OrganisationsAndCharities/index.htm,,410,"Other

Directgov nav page for Contacts",content-type section site source status destination,nav directories directgov mapping-exercise closed gone,content-type:nav section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Organisations and charities for carers : Directgov - Directories,http://www.direct.gov.uk/en/Dl1/Directories/UsefulContactsByCategory/CaringForSomeoneContacts/DG_10013089,,410,"Other

Directgov nav page for Contacts",content-type section site source status destination,nav directories directgov mapping-exercise closed gone,content-type:nav section:directories site:directgov source:mapping-exercise status:closed destination:gone,
Organising a firework display : Directgov - Home and community,http://www.direct.gov.uk/en/HomeAndCommunity/InYourHome/Escapingandrecoveringfromafire/DG_180664,"",410, Info elsewhere on web,content-type section site source status destination,article home-and-community directgov mapping-exercise closed gone,content-type:article section:home-and-community site:directgov source:mapping-exercise status:closed destination:gone,
Organising a small street party or fete : Directgov - Home and community,http://www.direct.gov.uk/en/HomeAndCommunity/Gettinginvolvedinyourcommunity/Charities/DG_192701,https://www.gov.uk/organise-fete-street-party/telling-your-local-council,301,Duplicate URL in higher node,content-type section site source status destination,article home-and-community directgov mapping-exercise closed content,content-type:article section:home-and-community site:directgov source:mapping-exercise status:closed destination:content,
Organising a small street party or fete : Directgov - Home and community,http://www.direct.gov.uk/en/HomeAndCommunity/Gettinginvolvedinyourcommunity/Communitygroupsandprojects/DG_192701,https://www.gov.uk/organise-fete-street-party/telling-your-local-council,301,"",content-type section site source status destination,article home-and-community directgov mapping-exercise closed content,content-type:article section:home-and-community site:directgov source:mapping-exercise status:closed destination:content,
