,Pages,URL,HRef,Visits,Views,Average Time Viewed (seconds),Average Time to Serve (ms)
1246,Ministry of Defence | Defence For... | The Service Community | Housing | Frequently Asked Questions,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/housing/frequentlyaskedquestions.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/housing/frequentlyaskedquestions.htm,2296,2688,156,0
1247,Ministry of Defence | Defence News | History and Honour | HMS Montrose helps commemorate War of 1812 in New Orleans,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/hmsmontrosehelpscommemoratewarof1812inneworleans.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/hmsmontrosehelpscommemoratewarof1812inneworleans.htm,2294,3171,70,0
1248,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | Overseas | Cyprus - Episkopi HIVE,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/overseas/cyprusepiskopihive.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/overseas/cyprusepiskopihive.htm,2291,3067,132,0
1249,Ministry of Defence | Defence News | In Depth,http://mod.uk/defenceinternet/defencenews/indepth/operationsinafghanistan.htm,http://mod.uk/defenceinternet/defencenews/indepth/operationsinafghanistan.htm,2288,3165,42,0
1250,Ministry of Defence | Defence For... | Veterans | Medals | Queen's Gallantry Medal,http://www.mod.uk/defenceinternet/defencefor/veterans/medals/queensgallantrymedal.htm,http://www.mod.uk/defenceinternet/defencefor/veterans/medals/queensgallantrymedal.htm,2288,2877,44,0
1251,Ministry of Defence | Defence News | Equipment and Logistics | Providing canine heroes for the front line,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/providingcanineheroesforthefrontline.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/providingcanineheroesforthefrontline.htm,2286,2955,73,0
1252,Ministry of Defence | Defence News | Equipment and Logistics | MOD calls for ideas on IED detection,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/modcallsforideasonieddetection.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/modcallsforideasonieddetection.htm,2285,3013,60,0
1253,Ministry of Defence | About Defence | What we do | Air Safety and Aviation | Low Flying | LFAs | Low Flying Area 06,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/airsafetyandaviation/lowflying/lfas/lowflyingarea06.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/airsafetyandaviation/lowflying/lfas/lowflyingarea06.htm,2284,2996,37,0
1254,Ministry of Defence | Defence News | History and Honour | Soldier who saved Afghan child's life receives bravery award,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/soldierwhosavedafghanchildslifereceivesbraveryaward.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/soldierwhosavedafghanchildslifereceivesbraveryaward.htm,2282,2959,67,0
1255,Ministry of Defence | Defence News | Defence Policy and Business | Defence Secretary visits Afghanistan as changeover of British brigades begins,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/defencesecretaryvisitsafghanistanaschangeoverofbritishbrigadesbegins.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/defencesecretaryvisitsafghanistanaschangeoverofbritishbrigadesbegins.htm,2282,3155,77,0
1256,Ministry of Defence | Defence News | Defence Policy and Business | Prime Minister pays Christmas visit to troops in Afghanistan,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/primeministerpayschristmasvisittotroopsinafghanistan.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/primeministerpayschristmasvisittotroopsinafghanistan.htm,2281,2986,48,0
1257,Ministry of Defence | Defence News | People In Defence | Communicating 4 Mech's upcoming Afghanistan tour,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/communicating4mechsupcomingafghanistantour.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/communicating4mechsupcomingafghanistantour.htm,2279,2905,82,0
1258,Ministry of Defence | Defence News | Defence Policy and Business | UK and Japan develop defence relationship,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/ukandjapandevelopdefencerelationship.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/ukandjapandevelopdefencerelationship.htm,2277,2667,60,0
1259,Ministry of Defence | About Defence | Corporate Publications | MOD Structure | Organisation Charts June 2010 - February 2011,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/structure/organisationchartsjune2010february2011.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/structure/organisationchartsjune2010february2011.htm,2277,4544,117,0
1260,Ministry of Defence | About Defence | Corporate Publications | Personnel Publications | Defence Commercial Graduate Programme brochure,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/defencecommercialgraduateprogrammebrochure.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/defencecommercialgraduateprogrammebrochure.htm,2268,2927,178,0
1261,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | Central England | Innsworth HIVE,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/innsworthhive.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/innsworthhive.htm,2265,2826,175,0
1262,Ministry of Defence | Defence News | History and Honour | Lost WWII RAF crew laid to rest in Malaysia,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lostwwiirafcrewlaidtorestinmalaysia.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lostwwiirafcrewlaidtorestinmalaysia.htm,2264,3428,74,0
1263,Ministry of Defence | Defence News | History and Honour | Saffron Walden welcomes home EOD and Search Task Force,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/saffronwaldenwelcomeshomeeodandsearchtaskforce.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/saffronwaldenwelcomeshomeeodandsearchtaskforce.htm,2264,3295,57,0
1264,Ministry of Defence | About Defence | Corporate Publications | Personnel Publications,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/personnelpublicationsslp.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/personnelpublications/personnelpublicationsslp.htm,2263,3097,36,0
1265,Ministry of Defence | About Defence | Corporate Publications | Air Safety and Aviation Publications,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/airsafetyandaviationpublications.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/airsafetyandaviationpublications/airsafetyandaviationpublications.htm,2261,3567,27,0
1266,Ministry of Defence | About Defence | What we do | Defence Estate and Environment | Access and Recreation | South East | Ash and Pirbright Range Danger Areas,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/accessrecreation/southeast/ashandpirbrightrangedangerareas.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/accessrecreation/southeast/ashandpirbrightrangedangerareas.htm,2255,2824,104,0
1267,Ministry of Defence | Defence News | History and Honour | Duke of Edinburgh opens Field of Remembrance,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/dukeofedinburghopensfieldofremembrance.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/dukeofedinburghopensfieldofremembrance.htm,2252,2992,56,0
1268,Ministry of Defence | Defence News | Defence Policy and Business | Lashkar Gah transition one year on,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/lashkargahtransitiononeyearon.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/lashkargahtransitiononeyearon.htm,2252,2747,81,0
1269,Ministry of Defence | Defence For... | The Service Community | HIVE Information Service | Central England | Kineton HIVE,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/kinetonhive.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/hive/central/kinetonhive.htm,2252,2746,144,0
1270,Ministry of Defence | Defence News | Equipment and Logistics | UK's first Type 45 destroyer ready for maiden deployment,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/uksfirsttype45destroyerreadyformaidendeployment.htm,http://www.mod.uk/defenceinternet/defencenews/equipmentandlogistics/uksfirsttype45destroyerreadyformaidendeployment.htm,2249,2743,102,0
1271,Ministry of Defence | Defence News | History and Honour | Operational Honours and Awards List: 25 March 2011,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/operationalhonoursandawardslist25march2011.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/operationalhonoursandawardslist25march2011.htm,2249,2586,148,0
1272,Ministry of Defence | Defence News | People In Defence | RAF reservist claims Guinness World Record,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/rafreservistclaimsguinnessworldrecord.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/rafreservistclaimsguinnessworldrecord.htm,2247,2786,57,0
1273,Ministry of Defence | Defence News | History and Honour | Foot Guards receive Freedom of Birmingham,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/footguardsreceivefreedomofbirmingham.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/footguardsreceivefreedomofbirmingham.htm,2242,4144,53,0
1274,Ministry of Defence | Defence For... | The Service Community | Overseas Posting | British Forces South Atlantic Islands | About the Falklands,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/overseasposting/bfsai/aboutthefalklands.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/overseasposting/bfsai/aboutthefalklands.htm,2240,2546,110,0
1275,Ministry of Defence | About Defence | What we do | Doctrine Operations and Diplomacy | British Military Advisory Training Team (Czech Republic) | The British Military Advisory Training Team (Czech Republic),http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/doctrineoperationsanddiplomacy/bmattcz/thebritishmilitaryadvisorytrainingteamczechrepublic.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/doctrineoperationsanddiplomacy/bmattcz/thebritishmilitaryadvisorytrainingteamczechrepublic.htm,2240,3070,100,0
1276,Ministry of Defence | Defence News | Defence Policy and Business | Year-on-year violence levels in Afghanistan decrease for first time,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/yearonyearviolencelevelsinafghanistandecreaseforfirsttime.htm,http://www.mod.uk/defenceinternet/defencenews/defencepolicyandbusiness/yearonyearviolencelevelsinafghanistandecreaseforfirsttime.htm,2239,3229,72,0
1277,Ministry of Defence | Defence For... | Jobseekers | Civilian Careers | Nationality & Residency Requirements,http://www.mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/nationalityandresidencyrequirements.htm,http://www.mod.uk/defenceinternet/defencefor/jobseekers/civiliancareers/nationalityandresidencyrequirements.htm,2238,2581,95,0
1278,Ministry of Defence | About Defence | What we do | Defence Estate and Environment,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/defenceestateandenvironment.htm,http://www.mod.uk/defenceinternet/aboutdefence/whatwedo/defenceestateandenvironment/defenceestateandenvironment.htm,2235,3123,36,0
1279,Ministry of Defence | Defence News | History and Honour | Protector remembers wartime tanker with service in St Helena,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/protectorrememberswartimetankerwithserviceinsthelena.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/protectorrememberswartimetankerwithserviceinsthelena.htm,2235,2991,72,0
1280,Ministry of Defence | Defence For... | The Service Community | Housing | Ministry of Defence Referral Scheme,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/housing/ministryofdefencereferralscheme.htm,http://www.mod.uk/defenceinternet/defencefor/servicecommunity/housing/ministryofdefencereferralscheme.htm,2229,2771,104,0
1281,Ministry of Defence | About Defence | Corporate Publications | Doctrine Operations and Diplomacy Publications | The White Book,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/doctrineoperationsanddiplomacypublications/thewhitebook/thewhitebook.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/doctrineoperationsanddiplomacypublications/thewhitebook/thewhitebook.htm,2228,3229,96,0
1282,Ministry of Defence | About Defence | Corporate Publications | Health and Safety Publications | JSP 375 | JSP 375 - Health and Safety Handbook: Volume 2,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/healthandsafetypublications/jsp375/jsp375healthandsafetyhandbookvolume2.htm,http://www.mod.uk/defenceinternet/aboutdefence/corporatepublications/healthandsafetypublications/jsp375/jsp375healthandsafetyhandbookvolume2.htm,2226,5320,139,0
1283,Ministry of Defence | Defence News | History and Honour | Lynx Flight honoured for Libya actions,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lynxflighthonouredforlibyaactions.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/lynxflighthonouredforlibyaactions.htm,2224,3680,58,0
1284,Ministry of Defence | Defence News | History and Honour | MOD honours civilian repatriation teams,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/modhonourscivilianrepatriationteams.htm,http://www.mod.uk/defenceinternet/defencenews/historyandhonour/modhonourscivilianrepatriationteams.htm,2223,3356,70,0
1285,Ministry of Defence | Defence News | Training and Adventure | RAF Leuchars pilots train in Tay Estuary,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafleucharspilotstrainintayestuary.htm,http://www.mod.uk/defenceinternet/defencenews/trainingandadventure/rafleucharspilotstrainintayestuary.htm,2221,2929,59,0
1286,Ministry of Defence | Defence News | People In Defence | Prince Charles visits Olympics air security force at RAF Boulmer,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/princecharlesvisitsolympicsairsecurityforceatrafboulmer.htm,http://www.mod.uk/defenceinternet/defencenews/peopleindefence/princecharlesvisitsolympicsairsecurityforceatrafboulmer.htm,2219,3227,44,0
